chr	cds_start	cds_end	cds_id	dhs_start	dhs_end	dhs_id	tfbs_start	tfbs_end	tfbs_id	dataset
19	58867508	58869015	ENSG00000174586	58867620	58867770	85217	58867750	58867760	Nrf1	predicted not supported by ChIP-seq
19	58867508	58869015	ENSG00000174586	58867800	58867950	85218	58867817	58867835	CEBPB	predicted not supported by ChIP-seq
19	59073442	59074871	ENSG00000099326	59074020	59074170	85257	59074038	59074057	NRSF	predicted not supported by ChIP-seq
19	59073442	59074871	ENSG00000099326	59074020	59074170	85257	59074138	59074159	NRSF	predicted not supported by ChIP-seq
2	676098	676238	ENSG00000151353	676060	676210	85275	676104	676126	EBF	predicted not supported by ChIP-seq
2	1796093	1796236	ENSG00000186487	1796000	1796150	85320	1796099	1796109	TAL1	predicted not supported by ChIP-seq
2	3523139	3523258	ENSG00000182551	3523220	3523370	85364	3523222	3523231	AP-2	predicted not supported by ChIP-seq
2	7154585	7154689	ENSG00000151692	7154580	7154730	85539	7154587	7154596	ZEB1	predicted not supported by ChIP-seq
2	7154585	7154689	ENSG00000151692	7154580	7154730	85539	7154606	7154623	TCF4	predicted not supported by ChIP-seq
2	7154585	7154689	ENSG00000151692	7154580	7154730	85539	7154618	7154633	Irf	predicted not supported by ChIP-seq
2	9017160	9017343	ENSG00000143797	9017100	9017250	85667	9017172	9017183	GR	predicted not supported by ChIP-seq
2	9531191	9531325	ENSG00000151693	9531260	9531410	85742	9531278	9531286	TCF12	predicted not supported by ChIP-seq
2	9563903	9563952	ENSG00000119203	9563900	9564050	85750	9563930	9563940	TAL1	predicted not supported by ChIP-seq
2	9614696	9614776	ENSG00000134330	9614600	9614750	85754	9614709	9614725	AP-2	predicted not supported by ChIP-seq
2	11605898	11606005	ENSG00000169016	11605880	11606030	85980	11605994	11606005	NF-E2	predicted not supported by ChIP-seq
2	11809632	11810255	ENSG00000169006	11810000	11810150	85998	11810035	11810044	GR	predicted not supported by ChIP-seq
2	11809632	11810255	ENSG00000169006	11810000	11810150	85998	11810087	11810097	Nrf1	predicted not supported by ChIP-seq
2	14774104	14774979	ENSG00000162981	14774660	14774810	86194	14774667	14774686	NRSF	predicted not supported by ChIP-seq
2	14774104	14774979	ENSG00000162981	14774660	14774810	86194	14774685	14774700	AP-2	predicted not supported by ChIP-seq
2	14774104	14774979	ENSG00000162981	14774660	14774810	86194	14774745	14774761	AP-2	predicted not supported by ChIP-seq
2	17961888	17963203	ENSG00000178295	17961920	17962070	86308	17962004	17962018	NF-kappaB	predicted not supported by ChIP-seq
2	18741446	18741838	ENSG00000240857	18741480	18741630	86358	18741514	18741528	Egr-1	predicted not supported by ChIP-seq
2	18741446	18741838	ENSG00000240857	18741480	18741630	86358	18741564	18741585	NRSF	predicted not supported by ChIP-seq
2	20647227	20647814	ENSG00000143878	20647340	20647490	86481	20647377	20647387	TAL1	predicted not supported by ChIP-seq
2	20647227	20647814	ENSG00000143878	20647340	20647490	86481	20647422	20647440	AP-2	predicted not supported by ChIP-seq
2	20870224	20871182	ENSG00000143869	20870340	20870490	86515	20870345	20870355	TAL1	predicted not supported by ChIP-seq
2	20870224	20871182	ENSG00000143869	20870340	20870490	86515	20870378	20870389	Myc	predicted not supported by ChIP-seq
2	20870224	20871182	ENSG00000143869	20870340	20870490	86515	20870379	20870389	Mxi1	predicted not supported by ChIP-seq
2	23980288	23980971	ENSG00000119778	23980660	23980810	86669	23980668	23980681	HNF4	predicted not supported by ChIP-seq
2	23980288	23980971	ENSG00000119778	23980660	23980810	86669	23980725	23980739	ATF3	predicted not supported by ChIP-seq
2	24432687	24432902	ENSG00000198399	24432780	24432930	86709	24432780	24432796	Ets	predicted not supported by ChIP-seq
2	24432687	24432902	ENSG00000198399	24432780	24432930	86709	24432783	24432791	STAT	predicted not supported by ChIP-seq
2	24432687	24432902	ENSG00000198399	24432780	24432930	86709	24432862	24432877	AP-2	predicted not supported by ChIP-seq
2	25015995	25016246	ENSG00000184924	25016160	25016310	86745	25016180	25016200	Pax-5	predicted not supported by ChIP-seq
2	25383953	25384621	ENSG00000115138	25384440	25384590	86787	25384457	25384479	NRSF	predicted not supported by ChIP-seq
2	25383953	25384621	ENSG00000115138	25384440	25384590	86787	25384557	25384578	STAT	predicted not supported by ChIP-seq
2	25383953	25384621	ENSG00000115138	25384440	25384590	86787	25384563	25384578	E2F	predicted not supported by ChIP-seq
2	25498369	25498412	ENSG00000119772	25498340	25498490	86802	25498391	25498410	GR	predicted not supported by ChIP-seq
2	26407102	26408145	ENSG00000157833	26407640	26407790	86894	26407653	26407672	NRSF	predicted not supported by ChIP-seq
2	27592743	27592880	ENSG00000115211	27592700	27592850	86995	27592752	27592766	NF-kappaB	predicted not supported by ChIP-seq
2	27592743	27592880	ENSG00000115211	27592700	27592850	86995	27592784	27592799	Pou5f1	predicted not supported by ChIP-seq
2	27665446	27665630	ENSG00000157992	27665440	27665590	87010	27665562	27665574	AP-2	predicted not supported by ChIP-seq
2	29129326	29129447	ENSG00000163811	29129380	29129530	87160	29129428	29129443	Pou2f2	predicted not supported by ChIP-seq
2	32460470	32460637	ENSG00000091106	32460520	32460670	87329	32460581	32460596	AP-2	predicted not supported by ChIP-seq
2	32460470	32460637	ENSG00000091106	32460520	32460670	87329	32460613	32460630	Hsf	predicted not supported by ChIP-seq
2	37068327	37068530	ENSG00000268688	37068300	37068450	87592	37068378	37068390	Irf	predicted not supported by ChIP-seq
2	37247798	37247979	ENSG00000008869	37247840	37247990	87601	37247905	37247920	RFX5	predicted not supported by ChIP-seq
2	37501564	37501840	ENSG00000115825	37501680	37501830	87627	37501702	37501721	NRSF	predicted not supported by ChIP-seq
2	37543380	37543667	ENSG00000115825	37543440	37543590	87635	37543477	37543494	Irf	predicted not supported by ChIP-seq
2	39241008	39241130	ENSG00000115904	39241060	39241210	87897	39241099	39241107	BRCA1	predicted not supported by ChIP-seq
2	42275340	42275978	ENSG00000162878	42275760	42275910	88133	42275840	42275849	HNF4	predicted not supported by ChIP-seq
2	42483641	42483770	ENSG00000143924	42483660	42483810	88160	42483736	42483751	Irf	predicted not supported by ChIP-seq
2	43451461	43452891	ENSG00000152518	43452460	43452610	88253	43452516	43452535	NRSF	predicted not supported by ChIP-seq
2	47748049	47748947	ENSG00000184261	47748520	47748670	88686	47748559	47748578	NRSF	predicted not supported by ChIP-seq
2	54150186	54150255	ENSG00000068878	54150120	54150270	88990	54150193	54150204	NF-E2	predicted not supported by ChIP-seq
2	54197680	54197921	ENSG00000068878	54197640	54197790	88994	54197763	54197771	TCF12	predicted not supported by ChIP-seq
2	54587340	54587696	ENSG00000177994	54587400	54587550	89024	54587458	54587475	Irf	predicted not supported by ChIP-seq
2	55252222	55254621	ENSG00000115310	55253500	55253650	89134	55253544	55253558	PRDM1	predicted not supported by ChIP-seq
2	55252222	55254621	ENSG00000115310	55253500	55253650	89134	55253557	55253571	Ets	predicted not supported by ChIP-seq
2	56411760	56412035	ENSG00000055813	56411720	56411870	89237	56411839	56411852	SP1	predicted not supported by ChIP-seq
2	62080994	62081176	ENSG00000170264	62080900	62081050	89523	62080999	62081015	AP-2	predicted not supported by ChIP-seq
2	64778609	64780543	ENSG00000119844	64779080	64779230	89736	64779222	64779230	TCF4	predicted not supported by ChIP-seq
2	65298588	65300276	ENSG00000011523	65298740	65298890	89839	65298864	65298877	SP1	predicted not supported by ChIP-seq
2	65325105	65325200	ENSG00000138069	65325140	65325290	89840	65325144	65325162	CEBPB	predicted not supported by ChIP-seq
2	68384596	68384826	ENSG00000273398	68384640	68384790	90028	68384757	68384767	Hsf	predicted not supported by ChIP-seq
2	69741603	69741881	ENSG00000115977	69741680	69741830	90149	69741699	69741710	Maf	predicted not supported by ChIP-seq
2	69741603	69741881	ENSG00000115977	69741680	69741830	90149	69741699	69741710	NF-E2	predicted not supported by ChIP-seq
2	69741603	69741881	ENSG00000115977	69741680	69741830	90149	69741701	69741710	AP-1	predicted not supported by ChIP-seq
2	69741603	69741881	ENSG00000115977	69741680	69741830	90149	69741735	69741743	TCF12	predicted not supported by ChIP-seq
2	69741603	69741881	ENSG00000115977	69741680	69741830	90149	69741761	69741783	NRSF	predicted not supported by ChIP-seq
2	71192088	71192249	ENSG00000116039	71192140	71192290	90278	71192144	71192166	EBF	predicted not supported by ChIP-seq
2	71649944	71651168	ENSG00000075292	71650020	71650170	90325	71650035	71650055	Znf143	predicted not supported by ChIP-seq
2	71649944	71651168	ENSG00000075292	71650020	71650170	90325	71650112	71650133	NRSF	predicted not supported by ChIP-seq
2	73612997	73613320	ENSG00000116127	73613100	73613250	90440	73613138	73613151	SP1	predicted not supported by ChIP-seq
2	74399713	74399879	ENSG00000114978	74399700	74399850	90501	74399741	74399756	AP-2	predicted not supported by ChIP-seq
2	74641459	74643054	ENSG00000159239	74642540	74642690	90523	74642607	74642616	ZEB1	predicted not supported by ChIP-seq
2	74641459	74643054	ENSG00000159239	74642540	74642690	90523	74642626	74642636	SP1	predicted not supported by ChIP-seq
2	74641459	74643054	ENSG00000159239	74642540	74642690	90523	74642674	74642684	TAL1	predicted not supported by ChIP-seq
2	74692023	74692374	ENSG00000115275	74692260	74692410	90531	74692283	74692299	AP-2	predicted not supported by ChIP-seq
2	74692023	74692374	ENSG00000115275	74692260	74692410	90531	74692293	74692304	NF-kappaB	predicted not supported by ChIP-seq
2	74758038	74758232	ENSG00000115317	74758000	74758150	90551	74758132	74758149	Ets	predicted not supported by ChIP-seq
2	84668371	84668583	ENSG00000163541	84668320	84668470	90930	84668455	84668469	NF-kappaB	predicted not supported by ChIP-seq
2	85553631	85554808	ENSG00000152291	85553860	85554010	91016	85553957	85553975	Irf	predicted not supported by ChIP-seq
2	85553631	85554808	ENSG00000152291	85554640	85554790	91017	85554733	85554747	Ets	predicted not supported by ChIP-seq
2	85981313	85982080	ENSG00000168874	85981820	85981970	91089	85981854	85981868	Egr-1	predicted not supported by ChIP-seq
2	85981313	85982080	ENSG00000168874	85981820	85981970	91089	85981865	85981880	AP-2	predicted not supported by ChIP-seq
2	86669171	86669356	ENSG00000115548	86669300	86669450	91185	86669312	86669325	Hsf	predicted not supported by ChIP-seq
2	96657260	96657456	ENSG00000174501	96657320	96657470	91423	96657342	96657370	Pax-5	predicted not supported by ChIP-seq
2	96810706	96811093	ENSG00000158050	96810880	96811030	91436	96810960	96810970	Nrf1	predicted not supported by ChIP-seq
2	96810706	96811093	ENSG00000158050	96810880	96811030	91436	96810984	96810999	Ets	predicted not supported by ChIP-seq
2	96873883	96874172	ENSG00000084090	96874020	96874170	91444	96874118	96874131	SP1	predicted not supported by ChIP-seq
2	96933059	96933207	ENSG00000144021	96932940	96933090	91455	96933079	96933089	GR	predicted not supported by ChIP-seq
2	97514041	97514181	ENSG00000213337	97514060	97514210	91521	97514159	97514176	RXRA	predicted not supported by ChIP-seq
2	99778421	99779539	ENSG00000144182	99779220	99779370	91663	99779259	99779267	TATA	predicted not supported by ChIP-seq
2	100040614	100040742	ENSG00000135945	100040640	100040790	91682	100040642	100040650	STAT	predicted not supported by ChIP-seq
2	100040614	100040742	ENSG00000135945	100040640	100040790	91682	100040712	100040730	GR	predicted not supported by ChIP-seq
2	101437489	101437661	ENSG00000170485	101437460	101437610	91794	101437543	101437556	HNF4	predicted not supported by ChIP-seq
2	102003479	102003919	ENSG00000175874	102003880	102004030	91857	102003891	102003904	AP-2	predicted not supported by ChIP-seq
2	105471969	105473468	ENSG00000198914	105473240	105473390	92000	105473335	105473351	E2F	predicted not supported by ChIP-seq
2	109086107	109088572	ENSG00000135968	109087780	109087930	92223	109087812	109087823	ATF3	predicted not supported by ChIP-seq
2	109109029	109109246	ENSG00000135968	109109000	109109150	92224	109109083	109109094	NF-E2	predicted not supported by ChIP-seq
2	110350624	110350696	ENSG00000186522	110350580	110350730	92315	110350670	110350685	RFX5	predicted not supported by ChIP-seq
2	110372067	110373641	ENSG00000198142	110372600	110372750	92323	110372642	110372653	Egr-1	predicted not supported by ChIP-seq
2	112843582	112843681	ENSG00000153214	112843540	112843690	92460	112843621	112843637	Maf	predicted not supported by ChIP-seq
2	113012485	113012558	ENSG00000144161	113012360	113012510	92474	113012485	113012496	ATF3	predicted not supported by ChIP-seq
2	122514816	122514909	ENSG00000211460	122514820	122514970	92968	122514840	122514851	Foxa	predicted not supported by ChIP-seq
2	127825739	127825831	ENSG00000136717	127825680	127825830	93201	127825794	127825808	SP1	predicted not supported by ChIP-seq
2	128459103	128459747	ENSG00000173349	128459300	128459450	93263	128459332	128459348	AP-2	predicted not supported by ChIP-seq
2	128622671	128622779	ENSG00000144233	128622560	128622710	93279	128622685	128622698	SP1	predicted not supported by ChIP-seq
2	128903377	128903541	ENSG00000136731	128903340	128903490	93300	128903412	128903431	NRSF	predicted not supported by ChIP-seq
2	128903377	128903541	ENSG00000136731	128903340	128903490	93300	128903443	128903451	TCF4	predicted not supported by ChIP-seq
2	133539513	133543291	ENSG00000176771	133539840	133539990	93492	133539846	133539858	Irf	predicted not supported by ChIP-seq
2	133539513	133543291	ENSG00000176771	133539840	133539990	93492	133539857	133539865	TCF12	predicted not supported by ChIP-seq
2	135922164	135922266	ENSG00000115839	135922140	135922290	93661	135922206	135922223	RXRA	predicted not supported by ChIP-seq
2	136718966	136719068	ENSG00000115866	136718860	136719010	93703	136718980	136718990	TAL1	predicted not supported by ChIP-seq
2	138722062	138722198	ENSG00000150540	138722000	138722150	93758	138722114	138722131	Hsf	predicted not supported by ChIP-seq
2	141264365	141264487	ENSG00000168702	141264340	141264490	93826	141264373	141264384	NF-E2	predicted not supported by ChIP-seq
2	152235878	152236044	ENSG00000123610	152235800	152235950	94457	152235884	152235898	ERalpha-a	predicted not supported by ChIP-seq
2	152475965	152476276	ENSG00000183091	152476020	152476170	94466	152476086	152476101	Irf	predicted not supported by ChIP-seq
2	153575139	153575538	ENSG00000177917	153575300	153575450	94587	153575321	153575331	SP1	predicted not supported by ChIP-seq
2	153575139	153575538	ENSG00000177917	153575300	153575450	94587	153575416	153575432	AP-2	predicted not supported by ChIP-seq
2	157332618	157332719	ENSG00000115159	157332580	157332730	94697	157332630	157332644	PRDM1	predicted not supported by ChIP-seq
2	159992705	159992809	ENSG00000115183	159992640	159992790	94937	159992722	159992740	CEBPB	predicted not supported by ChIP-seq
2	159992705	159992809	ENSG00000115183	159992640	159992790	94937	159992729	159992739	NF-kappaB	predicted not supported by ChIP-seq
2	162279880	162280735	ENSG00000136535	162280420	162280570	95162	162280473	162280489	AP-2	predicted not supported by ChIP-seq
2	162762152	162762397	ENSG00000144290	162762320	162762470	95171	162762342	162762357	ATF3	predicted not supported by ChIP-seq
2	162929909	162929996	ENSG00000197635	162929900	162930050	95193	162929920	162929939	NRSF	predicted not supported by ChIP-seq
2	162929909	162929996	ENSG00000197635	162929900	162930050	95193	162929972	162929985	STAT	predicted not supported by ChIP-seq
2	165698467	165698554	ENSG00000082438	165698440	165698590	95396	165698472	165698486	PRDM1	predicted not supported by ChIP-seq
2	165754950	165755240	ENSG00000169507	165755040	165755190	95403	165755045	165755059	Ets	predicted not supported by ChIP-seq
2	166019066	166019338	ENSG00000153253	166019100	166019250	95434	166019148	166019164	Maf	predicted not supported by ChIP-seq
2	168114367	168115870	ENSG00000163092	168114920	168115070	95568	168115004	168115016	ELF1	predicted not supported by ChIP-seq
2	170734004	170734147	ENSG00000144357	170734020	170734170	95767	170734112	170734122	TAL1	predicted not supported by ChIP-seq
2	170929938	170930117	ENSG00000144357	170929920	170930070	95776	170929961	170929969	TCF12	predicted not supported by ChIP-seq
2	170929938	170930117	ENSG00000144357	170929920	170930070	95776	170929987	170930000	CEBPB	predicted not supported by ChIP-seq
2	170929938	170930117	ENSG00000144357	170929920	170930070	95776	170929993	170930020	GR	predicted not supported by ChIP-seq
2	171092501	171092646	ENSG00000071909	171092580	171092730	95787	171092580	171092600	RXRA	predicted not supported by ChIP-seq
2	171906324	171906460	ENSG00000198586	171906320	171906470	95848	171906343	171906359	TAL1	predicted not supported by ChIP-seq
2	171906324	171906460	ENSG00000198586	171906320	171906470	95848	171906396	171906411	AP-2	predicted not supported by ChIP-seq
2	172379056	172379248	ENSG00000071967	172379120	172379270	95879	172379120	172379143	HNF4	predicted not supported by ChIP-seq
2	172864877	172864916	ENSG00000172878	172864780	172864930	95925	172864895	172864905	TAL1	predicted not supported by ChIP-seq
2	173330267	173330391	ENSG00000091409	173330300	173330450	95985	173330314	173330322	BRCA1	predicted not supported by ChIP-seq
2	173330267	173330391	ENSG00000091409	173330300	173330450	95985	173330345	173330362	AP-2	predicted not supported by ChIP-seq
2	174085878	174086255	ENSG00000091436	174085960	174086110	96066	174086011	174086032	NRSF	predicted not supported by ChIP-seq
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200775	175200790	Ets	predicted not supported by ChIP-seq
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200776	175200792	Maf	predicted not supported by ChIP-seq
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200780	175200790	EGR1	merged_ENCODE.tf.bound.union.bed
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200780	175200794	SPI1	merged_ENCODE.tf.bound.union.bed
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200781	175200793	ELF1	merged_ENCODE.tf.bound.union.bed
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200781	175200793	ELF1	predicted not supported by ChIP-seq
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200793	175200803	ZNF263	merged_ENCODE.tf.bound.union.bed
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200809	175200823	EGR1	merged_ENCODE.tf.bound.union.bed
2	175200604	175202151	ENSG00000268241	175200760	175200910	96115	175200809	175200823	Egr-1	predicted not supported by ChIP-seq
2	176794698	176794927	ENSG00000144320	176794700	176794850	96257	176794743	176794762	NRSF	predicted not supported by ChIP-seq
2	176957619	176958399	ENSG00000128714	176957860	176958010	96272	176957925	176957936	NF-Y	predicted not supported by ChIP-seq
2	179483311	179483580	ENSG00000155657	179483440	179483590	96502	179483490	179483505	ATF3	predicted not supported by ChIP-seq
2	179483311	179483580	ENSG00000155657	179483440	179483590	96502	179483507	179483528	NRSF	predicted not supported by ChIP-seq
2	183806798	183806891	ENSG00000061676	183806760	183806910	96780	183806815	183806835	YY1	predicted not supported by ChIP-seq
2	183806798	183806891	ENSG00000061676	183806760	183806910	96780	183806817	183806833	TAL1	predicted not supported by ChIP-seq
2	185800510	185803750	ENSG00000170396	185802320	185802470	96843	185802364	185802373	AP-1	predicted not supported by ChIP-seq
2	185800510	185803750	ENSG00000170396	185802320	185802470	96843	185802441	185802459	Irf	predicted not supported by ChIP-seq
2	186653370	186662253	ENSG00000188738	186658520	186658670	96860	186658588	186658599	NF-E2	predicted not supported by ChIP-seq
2	186653370	186662253	ENSG00000188738	186658520	186658670	96860	186658590	186658599	AP-1	predicted not supported by ChIP-seq
2	186653370	186662253	ENSG00000188738	186658520	186658670	96860	186658603	186658618	Maf	predicted not supported by ChIP-seq
2	186653370	186662253	ENSG00000188738	186658520	186658670	96860	186658625	186658642	Mef2	predicted not supported by ChIP-seq
2	186653370	186662253	ENSG00000188738	186661560	186661710	96861	186661632	186661647	SRF	predicted not supported by ChIP-seq
2	187558901	187559138	ENSG00000144369	187558900	187559050	96910	187558924	187558938	SP1	predicted not supported by ChIP-seq
2	187558901	187559138	ENSG00000144369	187558900	187559050	96910	187558941	187558962	NRSF	predicted not supported by ChIP-seq
2	187558901	187559138	ENSG00000144369	187558900	187559050	96910	187559031	187559050	NRSF	predicted not supported by ChIP-seq
2	190656536	190656667	ENSG00000064933	190656480	190656630	97145	190656543	190656558	AP-2	predicted not supported by ChIP-seq
2	201531410	201531475	ENSG00000138356	201531280	201531430	97785	201531415	201531423	GR	predicted not supported by ChIP-seq
2	202572592	202572714	ENSG00000003393	202572580	202572730	97886	202572639	202572647	STAT	predicted not supported by ChIP-seq
2	202574604	202574761	ENSG00000003393	202574620	202574770	97887	202574629	202574647	GR	predicted not supported by ChIP-seq
2	202574604	202574761	ENSG00000003393	202574620	202574770	97887	202574712	202574740	Pax-5	predicted not supported by ChIP-seq
2	202672217	202672366	ENSG00000138395	202672260	202672410	97898	202672260	202672271	EBF	predicted not supported by ChIP-seq
2	202672217	202672366	ENSG00000138395	202672260	202672410	97898	202672347	202672357	SP1	predicted not supported by ChIP-seq
2	204066266	204066438	ENSG00000144426	204066240	204066390	98009	204066315	204066337	Mef2	predicted not supported by ChIP-seq
2	204066266	204066438	ENSG00000144426	204066240	204066390	98009	204066331	204066342	SREBP	predicted not supported by ChIP-seq
2	204193238	204193354	ENSG00000138443	204193180	204193330	98015	204193243	204193262	NRSF	predicted not supported by ChIP-seq
2	204193238	204193354	ENSG00000138443	204193180	204193330	98015	204193260	204193272	ELF1	predicted not supported by ChIP-seq
2	204193238	204193354	ENSG00000138443	204193180	204193330	98015	204193266	204193276	NF-kappaB	predicted not supported by ChIP-seq
2	204291900	204292072	ENSG00000138443	204291860	204292010	98018	204291940	204291950	GR	predicted not supported by ChIP-seq
2	206869095	206870257	ENSG00000114933	206869020	206869170	98240	206869098	206869112	PRDM1	predicted not supported by ChIP-seq
2	210737482	210737694	ENSG00000144406	210737500	210737650	98527	210737564	210737579	RXRA	predicted not supported by ChIP-seq
2	210737482	210737694	ENSG00000144406	210737500	210737650	98527	210737591	210737615	STAT	predicted not supported by ChIP-seq
2	210737482	210737694	ENSG00000144406	210737500	210737650	98527	210737634	210737649	Irf	predicted not supported by ChIP-seq
2	210782501	210782682	ENSG00000144406	210782480	210782630	98533	210782537	210782558	NRSF	predicted not supported by ChIP-seq
2	210867386	210867509	ENSG00000197713	210867440	210867590	98546	210867484	210867496	ZEB1	predicted not supported by ChIP-seq
2	212589801	212589919	ENSG00000178568	212589740	212589890	98617	212589831	212589848	Hsf	predicted not supported by ChIP-seq
2	216288073	216288249	ENSG00000115414	216288120	216288270	98813	216288191	216288205	PRDM1	predicted not supported by ChIP-seq
2	216288073	216288249	ENSG00000115414	216288120	216288270	98813	216288192	216288204	ELF1	predicted not supported by ChIP-seq
2	216288073	216288249	ENSG00000115414	216288120	216288270	98813	216288217	216288231	NF-kappaB	predicted not supported by ChIP-seq
2	216289817	216290008	ENSG00000115414	216289780	216289930	98814	216289829	216289840	AP-1	predicted not supported by ChIP-seq
2	219410944	219411021	ENSG00000135913	219410920	219411070	99169	219411004	219411016	ELF1	predicted not supported by ChIP-seq
2	219846392	219846978	ENSG00000163497	219846680	219846830	99226	219846753	219846780	GR	predicted not supported by ChIP-seq
2	220082847	220083395	ENSG00000115657	220083200	220083350	99267	220083324	220083344	YY1	predicted not supported by ChIP-seq
2	220159697	220159863	ENSG00000054356	220159660	220159810	99285	220159752	220159767	Irf	predicted not supported by ChIP-seq
2	220252409	220252516	ENSG00000123992	220252320	220252470	99295	220252416	220252430	SIN3A	merged_ENCODE.tf.bound.union.bed
2	220362442	220362583	ENSG00000072195	220362440	220362590	99309	220362473	220362488	E2F	predicted not supported by ChIP-seq
2	220406332	220406911	ENSG00000123989	220406600	220406750	99319	220406617	220406634	SIX5	predicted not supported by ChIP-seq
2	223084859	223085073	ENSG00000135903	223084740	223084890	99469	223084867	223084879	Nanog	predicted not supported by ChIP-seq
2	223161697	223161932	ENSG00000135903	223161720	223161870	99503	223161789	223161797	TCF12	predicted not supported by ChIP-seq
2	224824251	224824719	ENSG00000135900	224824480	224824630	99727	224824558	224824566	STAT	predicted not supported by ChIP-seq
2	228173615	228173792	ENSG00000169031	228173600	228173750	100012	228173638	228173658	Znf143	predicted not supported by ChIP-seq
2	228173615	228173792	ENSG00000169031	228173600	228173750	100012	228173658	228173672	CEBPB	predicted not supported by ChIP-seq
2	228173615	228173792	ENSG00000169031	228173600	228173750	100012	228173678	228173692	Pou2f2	predicted not supported by ChIP-seq
2	228173615	228173792	ENSG00000169031	228173600	228173750	100012	228173686	228173701	Pou5f1	predicted not supported by ChIP-seq
2	228173615	228173792	ENSG00000169031	228173600	228173750	100012	228173701	228173716	Pou2f2	predicted not supported by ChIP-seq
2	230683080	230683228	ENSG00000153827	230683080	230683230	100126	230683100	230683114	Ets	predicted not supported by ChIP-seq
2	231327150	231327233	ENSG00000067066	231327140	231327290	100173	231327210	231327231	NRSF	predicted not supported by ChIP-seq
2	231978443	231978643	ENSG00000135914	231978580	231978730	100232	231978618	231978634	SP1	predicted not supported by ChIP-seq
2	232571520	232571621	ENSG00000269363	232571420	232571570	100335	232571541	232571554	ELF1	merged_ENCODE.tf.bound.union.bed
2	232571520	232571621	ENSG00000269363	232571420	232571570	100335	232571553	232571567	EGR1	merged_ENCODE.tf.bound.union.bed
2	232571520	232571621	ENSG00000269363	232571420	232571570	100335	232571553	232571567	Egr-1	predicted not supported by ChIP-seq
2	232571520	232571621	ENSG00000269363	232571420	232571570	100335	232571557	232571567	ZNF263	merged_ENCODE.tf.bound.union.bed
2	232574889	232575011	ENSG00000187514	232574960	232575110	100339	232574981	232574997	AP-2	predicted not supported by ChIP-seq
2	234198500	234198620	ENSG00000085978	234198460	234198610	100467	234198570	234198578	STAT	predicted not supported by ChIP-seq
2	237074560	237075080	ENSG00000168505	237074780	237074930	100695	237074880	237074901	NRSF	predicted not supported by ChIP-seq
2	237074560	237075080	ENSG00000168505	237074780	237074930	100695	237074920	237074930	Myc	predicted not supported by ChIP-seq
2	237076092	237076614	ENSG00000168505	237076120	237076270	100697	237076147	237076161	Ets	predicted not supported by ChIP-seq
2	237076092	237076614	ENSG00000168505	237076120	237076270	100697	237076209	237076225	AP-2	predicted not supported by ChIP-seq
2	238250708	238250804	ENSG00000163359	238250600	238250750	100764	238250708	238250723	Foxa	predicted not supported by ChIP-seq
2	238250708	238250804	ENSG00000163359	238250600	238250750	100764	238250739	238250747	STAT	predicted not supported by ChIP-seq
2	239007871	239007991	ENSG00000132330	239007800	239007950	100867	239007917	239007936	Pou2f2	predicted not supported by ChIP-seq
2	239096772	239096898	ENSG00000132323	239096780	239096930	100873	239096835	239096852	RXRA	predicted not supported by ChIP-seq
2	239147471	239148209	ENSG00000144485	239147740	239147890	100886	239147753	239147763	TAL1	predicted not supported by ChIP-seq
2	242157030	242157306	ENSG00000146205	242157060	242157210	101128	242157087	242157106	NRSF	predicted not supported by ChIP-seq
2	242674640	242674931	ENSG00000180902	242674800	242674950	101195	242674881	242674893	Ets	predicted not supported by ChIP-seq
2	242742760	242743578	ENSG00000154252	242743200	242743350	101196	242743316	242743328	AP-2	predicted not supported by ChIP-seq
20	278228	279439	ENSG00000177764	278860	279010	101238	278869	278885	Ets	predicted not supported by ChIP-seq
20	3146143	3147006	ENSG00000088899	3146100	3146250	101484	3146170	3146178	STAT	predicted not supported by ChIP-seq
20	3190198	3190263	ENSG00000125877	3190100	3190250	101491	3190205	3190216	NF-Y	predicted not supported by ChIP-seq
20	3297370	3297440	ENSG00000088854	3297340	3297490	101502	3297416	3297434	RFX5	predicted not supported by ChIP-seq
20	3541309	3541552	ENSG00000088812	3541360	3541510	101520	3541400	3541417	HNF4	predicted not supported by ChIP-seq
20	3765334	3767130	ENSG00000125817	3766900	3767050	101549	3766997	3767006	GR	predicted not supported by ChIP-seq
20	6758892	6759733	ENSG00000125845	6759420	6759570	101822	6759512	6759533	NRSF	predicted not supported by ChIP-seq
20	8000085	8000260	ENSG00000125827	8000100	8000250	101850	8000151	8000170	NRSF	predicted not supported by ChIP-seq
20	13202424	13202561	ENSG00000101230	13202340	13202490	102220	13202438	13202460	NRSF	predicted not supported by ChIP-seq
20	13202424	13202561	ENSG00000101230	13202340	13202490	102220	13202465	13202484	NRSF	predicted not supported by ChIP-seq
